Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	Syn-Subs	Nonsyn-Subs	Fold-Syn-Subs(0:2:4)	Fold-Nonsyn-Subs(0:2:4)	Divergence-Distance	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model	kingdom
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_20	MA	0.0678138	0.368008	0.184272	1.78406e-13	561	139.644	421.356	NA	64	41.1306	22.8694	NA	NA	0.142538	1.65774:1.85558:1.14345:1.12264:0.538603:1	0.435829(0.510695:0.336898:0.459893)	-985.281	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_21	MA	0.0582518	0.739225	0.0788011	5.8775e-33	561	136.609	424.391	NA	83	66.6771	16.3229	NA	NA	0.224075	1.10053:1.98923:0.612441:0.628468:1.07604:1	0.439394(0.518717:0.331551:0.467914)	-1004.43	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_22	MA	0.0607157	0.401505	0.15122	1.90524e-15	561	138.817	422.183	NA	64	43.8385	20.1615	NA	NA	0.145043	1.24169:1.68204:0.786327:0.752911:0.584524:1	0.435829(0.513369:0.334225:0.459893)	-978.126	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_23	MA	0.0702305	0.428432	0.163925	3.65773e-16	561	139.811	421.189	NA	69	46.1899	22.8101	NA	NA	0.1595	1.85314:1.81149:1.28498:1.28862:0.805421:1	0.441176(0.524064:0.326203:0.473262)	-996.803	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_24	MA	0.0556204	0.500889	0.111043	7.38798e-22	561	137.383	423.617	NA	69	51.4005	17.5995	NA	NA	0.164662	1.39087:1.56301:0.974883:0.965293:0.593057:1	0.434046(0.518717:0.320856:0.462567)	-984.197	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_25	MA	0.0691365	0.438197	0.157775	3.82268e-17	561	137.216	423.784	NA	70	47.0659	22.9341	NA	NA	0.159406	1.15091:1.52326:0.819944:0.780087:0.702241:1	0.444742(0.52139:0.328877:0.483957)	-1003.89	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_27	MA	0.0681823	0.485015	0.140578	7.73782e-19	558	139.444	418.556	NA	72	50.6344	21.3656	NA	NA	0.172349	2.44337:2.27184:1.64791:1.63088:1.14548:1	0.439068(0.521505:0.325269:0.47043)	-994.754	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_28	MA	0.0734362	0.576112	0.127469	2.30574e-22	561	138.403	422.597	NA	79	56.8669	22.1331	NA	NA	0.197451	2.4064:2.54869:1.7639:1.76885:1.08961:1	0.435829(0.513369:0.331551:0.462567)	-1012.47	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_29	MA	0.083647	0.50526	0.165552	2.16927e-18	561	140.635	420.365	NA	80	53.5172	26.4828	NA	NA	0.189339	2.45228:2.36068:1.71465:1.6932:1.10745:1	0.437611(0.516043:0.326203:0.470588)	-1026.15	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_30	MA	0.0502412	0.584678	0.0859298	6.80634e-27	561	137.289	423.711	NA	71	56.1174	14.8826	NA	NA	0.181029	1.40387:1.46519:1.01339:0.990682:0.493191:1	0.437611(0.526738:0.320856:0.465241)	-979.396	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_31	MA	0.0582358	0.446858	0.130323	1.09535e-18	561	138.523	422.477	NA	66	47.2283	18.7717	NA	NA	0.154195	1.73168:1.69299:1.21028:1.1867:0.800353:1	0.434938(0.524064:0.328877:0.451872)	-983.284	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_32	MA	0.058082	0.439399	0.132185	1.17541e-18	561	138.708	422.292	NA	66	47.0611	18.9389	NA	NA	0.152363	1.70098:1.71379:1.22629:1.21685:0.784728:1	0.43672(0.52139:0.328877:0.459893)	-985.157	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_33	MA	0.0721689	0.437381	0.165002	7.25537e-16	561	142.748	418.252	NA	71	47.8612	23.1388	NA	NA	0.165098	2.01418:1.93328:1.30629:1.29754:0.564897:1	0.434046(0.526738:0.323529:0.451872)	-998.112	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_35	MA	0.0742282	0.515709	0.143934	3.36624e-19	537	133.818	403.182	NA	74	51.6161	22.3839	NA	NA	0.184243	2.11471:1.8134:1.56692:1.53231:1.13618:1	0.443203(0.527933:0.326816:0.47486)	-971.576	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.94_9-eukaryote_dfr_Cluster.94_36	MA	0.0569665	0.76417	0.0745469	1.72187e-26	450	113.029	336.971	NA	66	53.999	12.001	NA	NA	0.234599	0.898635:1.37282:0.574978:0.559865:0.27979:1	0.444444(0.543333:0.316667:0.473333)	-809.075	NA	NA	NA	eukaryote
ncldv_dfr_Cluster.109_1-ncldv_dfr_Cluster.109_2	MA	0.0650568	1.70239	0.038215	2.21581e-88	903	123.747	779.253	NA	126	101.56	24.44	NA	NA	0.289437	1.51128:1.50805:1.04248:1.04729:0.450135:1	0.265781(0.36711:0.29402:0.136213)	-1508.62	NA	NA	NA	ncldv
ncldv_dfr_Cluster.113_3-ncldv_dfr_Cluster.113_2	MA	0.0852289	0.564798	0.150902	7.78163e-27	735	166.192	568.808	NA	109	71.8771	37.1229	NA	NA	0.193665	0.759763:0.766668:0.635443:0.702868:0.410811:1	0.509524(0.528571:0.444898:0.555102)	-1342.56	NA	NA	NA	ncldv
ncldv_dfr_Cluster.133_1-ncldv_dfr_Cluster.133_2	MA	0.102756	5.60951	0.0183183	0	591	96.2947	494.705	NA	112	102.366	9.63354	NA	NA	1	2.06678:1.6151:0.994962:1.00236:0.547849:1	0.239425(0.304569:0.233503:0.180203)	-1012.95	NA	NA	NA	ncldv
ncldv_dfr_Cluster.138_2-ncldv_dfr_Cluster.138_1	MA	0.0954954	2.96807	0.0321742	1.10564e-91	582	110.946	471.054	NA	119	104.698	14.3022	NA	NA	0.643092	0.650851:2.64474:0.623462:0.87325:0.719195:1	0.378007(0.335052:0.301546:0.497423)	-1108.82	NA	NA	NA	ncldv
ncldv_dfr_Cluster.138_2-ncldv_dfr_Cluster.138_3	MA	0.0814104	1.02189	0.0796668	2.89419e-42	594	120.103	473.897	NA	96	73.0401	22.9599	NA	NA	0.271568	0.778008:0.878791:0.629344:0.631127:0.366943:1	0.339226(0.335859:0.287879:0.393939)	-1096.4	NA	NA	NA	ncldv
ncldv_dfr_Cluster.138_3-ncldv_dfr_Cluster.138_1	MA	0.0905302	4.98523	0.0181597	0	591	103.783	487.217	NA	127	117.024	9.97649	NA	NA	0.950067	0.32602:2.0512:0.551709:0.554149:0.303484:1	0.369712(0.347716:0.296954:0.464467)	-1137.63	NA	NA	NA	ncldv
ncldv_dfr_Cluster.144_2-ncldv_dfr_Cluster.144_1	MA	0.103634	0.73887	0.14026	1.66539e-24	585	102.973	482.027	NA	89	53.7253	35.2747	NA	NA	0.21545	1.52293:1.96494:0.946271:1.3411:0.363413:1	0.323932(0.364103:0.364103:0.24359)	-1052.09	NA	NA	NA	ncldv
ncldv_dfr_Cluster.145_1-ncldv_dfr_Cluster.145_2	MA	0.140494	4.40821	0.031871	0	591	119.026	471.974	NA	153	135.834	17.1665	NA	NA	1	0.829663:1.72072:0.654694:0.773865:0.305337:1	0.311337(0.307107:0.28934:0.337563)	-1156.19	NA	NA	NA	ncldv
ncldv_dfr_Cluster.145_1-ncldv_dfr_Cluster.145_3	MA	0.117643	6.60896	0.0178004	0	582	79.1105	502.889	NA	128	114.989	13.0114	NA	NA	1	0.605414:0.650911:0.488237:0.54979:0.203815:1	0.24055(0.28866:0.247423:0.185567)	-1030.41	NA	NA	NA	ncldv
ncldv_dfr_Cluster.145_3-ncldv_dfr_Cluster.145_2	MA	0.14417	5.1231	0.0281411	0	582	100.04	481.96	NA	152	133.853	18.1471	NA	NA	1	0.760966:0.828062:0.596372:0.727576:0.303589:1	0.258591(0.293814:0.257732:0.224227)	-1089.18	NA	NA	NA	ncldv
ncldv_dfr_Cluster.153_1-ncldv_dfr_Cluster.153_2	MA	0.151723	5.03996	0.0301039	0	582	100.997	481.003	NA	158	138.188	19.8122	NA	NA	1	0.3234:0.430795:0.302167:0.457427:0.292588:1	0.292955(0.306701:0.260309:0.311856)	-1143.94	NA	NA	NA	ncldv
ncldv_dfr_Cluster.153_1-ncldv_dfr_Cluster.153_3	MA	0.149127	4.32214	0.0345029	0	582	118.669	463.331	NA	149	131.311	17.6893	NA	NA	1	0.958327:1.23169:0.761839:0.792571:0.485592:1	0.321306(0.324742:0.283505:0.35567)	-1157.7	NA	NA	NA	ncldv
ncldv_dfr_Cluster.153_3-ncldv_dfr_Cluster.153_2	MA	0.157712	4.80033	0.0328544	0	582	105.589	476.411	NA	154	134.119	19.8813	NA	NA	1	1.0228:1.08139:0.765212:0.809199:0.374181:1	0.272337(0.296392:0.260309:0.260309)	-1132	NA	NA	NA	ncldv
ncldv_dfr_Cluster.162_2-ncldv_dfr_Cluster.162_1	MA	0.142643	0.882051	0.161718	1.44968e-23	537	96.5434	440.457	NA	95	54.6668	40.3332	NA	NA	0.275576	0.893948:1.67395:0.465045:1.16219:0.676757:1	0.319367(0.346369:0.349162:0.26257)	-1020.09	NA	NA	NA	ncldv
ncldv_dfr_Cluster.163_2-ncldv_dfr_Cluster.163_1	MA	0.0307128	0.138674	0.221475	0.000204493	579	97.1643	481.836	NA	25	11.9145	13.0855	NA	NA	0.0488301	3.57753:2.92838:1.5911:1.5717:0.528621:1	0.266839(0.318653:0.292746:0.189119)	-819.098	NA	NA	NA	ncldv
ncldv_dfr_Cluster.165_1-ncldv_dfr_Cluster.165_2	MA	0.0813501	1.31256	0.0619783	1.06745e-39	576	72.8742	503.126	NA	73	51.124	21.876	NA	NA	0.23712	1.43738:1.48551:1.15544:1.15171:1.00938:1	0.233507(0.328125:0.244792:0.127604)	-938.596	NA	NA	NA	ncldv
ncldv_dfr_Cluster.167_1-ncldv_dfr_Cluster.167_2	MA	0.0776844	0.818907	0.0948635	6.26865e-26	576	88.5725	487.427	NA	70	45.9907	24.0093	NA	NA	0.191664	1.27466:1.29328:0.883666:0.834416:0.20698:1	0.264757(0.346354:0.263021:0.184896)	-954.072	NA	NA	NA	ncldv
ncldv_dfr_Cluster.174_1-ncldv_dfr_Cluster.174_3	MA	0.0771447	0.811689	0.0950422	3.96243e-25	570	71.1449	498.855	NA	65	39.0058	25.9942	NA	NA	0.168827	8.52132:7.50597:6.92654:14.8673:5.46125:1	0.218421(0.265789:0.231579:0.157895)	-904.175	NA	NA	NA	ncldv
ncldv_dfr_Cluster.174_2-ncldv_dfr_Cluster.174_1	MA	0.0792139	0.746868	0.106061	6.91366e-22	570	66.7498	503.25	NA	63	35.0071	27.9929	NA	NA	0.157399	3.52439:3.35879:2.83222:6.78052:1.82204:1	0.217544(0.268421:0.231579:0.152632)	-902.493	NA	NA	NA	ncldv
ncldv_dfr_Cluster.174_2-ncldv_dfr_Cluster.174_3	MA	0.0235591	0.200948	0.11724	5.1942e-07	570	75.0411	494.959	NA	23	12.9702	10.0298	NA	NA	0.0469125	1.42228:1.32486:1.08868:1.27696:1.62117:1	0.239474(0.276316:0.247368:0.194737)	-784.013	NA	NA	NA	ncldv
ncldv_dfr_Cluster.175_2-ncldv_dfr_Cluster.175_1	MA	0.0367952	0.441565	0.0833289	2.31847e-19	567	105.408	461.592	NA	48	35.1672	12.8328	NA	NA	0.112043	3.05133:2.83136:2.34637:2.39518:1.92918:1	0.316578(0.383598:0.343915:0.222222)	-909.09	NA	NA	NA	ncldv
ncldv_dfr_Cluster.176_1-ncldv_dfr_Cluster.176_2	MA	0.10179	1.50718	0.0675371	1.09277e-41	558	98.6848	459.315	NA	85	64.6711	20.3289	NA	NA	0.35034	2.05898:2.20543:1.24948:1.28761:0.231798:1	0.219534(0.25:0.225806:0.182796)	-926.05	NA	NA	NA	ncldv
ncldv_dfr_Cluster.176_3-ncldv_dfr_Cluster.176_1	MA	0.09938	1.64363	0.0604636	1.9006e-43	558	87.0132	470.987	NA	80	60.2737	19.7263	NA	NA	0.340187	0.938556:0.979366:0.741524:1.03892:0.10363:1	0.221326(0.276882:0.223118:0.163978)	-918.831	NA	NA	NA	ncldv
ncldv_dfr_Cluster.176_3-ncldv_dfr_Cluster.176_2	MA	0.0859597	1.24299	0.0691553	9.03426e-34	558	89.843	468.157	NA	72	52.9273	19.0727	NA	NA	0.272253	1.27587:1.15708:0.852865:1.07401:0.243529:1	0.21595(0.258065:0.215054:0.174731)	-903.41	NA	NA	NA	ncldv
ncldv_dfr_Cluster.188_1-ncldv_dfr_Cluster.188_2	MA	0.119755	1.27989	0.0935668	4.58549e-31	531	50.477	480.523	NA	76	40.1963	35.8037	NA	NA	0.230038	1.5885:1.66397:1.25963:1.32826:0.517337:1	0.172316(0.217514:0.228814:0.0706215)	-827.288	NA	NA	NA	ncldv
ncldv_dfr_Cluster.191_2-ncldv_dfr_Cluster.191_1	MA	0.0939855	1.27624	0.0736423	1.46223e-47	540	112.866	427.134	NA	100	78.2048	21.7952	NA	NA	0.341091	2.00149:1.9097:1.29968:1.36576:0.387019:1	0.309259(0.347222:0.302778:0.277778)	-995.906	NA	NA	NA	ncldv
ncldv_dfr_Cluster.201_1-ncldv_dfr_Cluster.201_2	MA	0.0922578	2.06442	0.0446894	2.5009e-44	546	64.2754	481.725	NA	68	50.9389	17.0611	NA	NA	0.324422	0.397244:0.44961:0.326581:0.479588:0.062375:1	0.155678(0.197802:0.175824:0.0934066)	-811.921	NA	NA	NA	ncldv
ncldv_dfr_Cluster.209_1-ncldv_dfr_Cluster.209_2	MA	0.045095	0.441871	0.102055	8.93318e-17	543	102.372	440.628	NA	48	33.3505	14.6495	NA	NA	0.1199	2.60397:1.36661:0.804865:1.28799:0.856588:1	0.297422(0.345304:0.303867:0.243094)	-867.201	NA	NA	NA	ncldv
ncldv_dfr_Cluster.215_2-ncldv_dfr_Cluster.215_1	MA	0.0708354	0.89616	0.0790433	5.0057e-32	540	95.2725	444.727	NA	73	53.3248	19.6752	NA	NA	0.216448	5.04279:5.24416:5.49019:6.30431:3.25549:1	0.303704(0.327778:0.313889:0.269444)	-929.745	NA	NA	NA	ncldv
ncldv_dfr_Cluster.217_1-ncldv_dfr_Cluster.217_2	MA	0.14297	1.76627	0.0809446	1.8177e-44	531	88.0439	442.956	NA	93	66.0869	26.9131	NA	NA	0.412126	1.7884:1.28321:0.804855:0.834134:0.339255:1	0.227872(0.274011:0.251412:0.158192)	-948.678	NA	NA	NA	ncldv
ncldv_dfr_Cluster.219_2-ncldv_dfr_Cluster.219_1	MA	0.105344	1.2277	0.0858057	1.65788e-37	513	78.1908	434.809	NA	83	56.1891	26.8109	NA	NA	0.276412	0.60003:1.2099:0.538918:2.77899:0.90138:1	0.298246(0.347953:0.233918:0.312865)	-941.566	NA	NA	NA	ncldv
ncldv_dfr_Cluster.229_1-ncldv_dfr_Cluster.229_2	MA	0.026091	0.259073	0.100709	3.30474e-08	534	60.5451	473.455	NA	22	12.3075	9.69253	NA	NA	0.0525066	1.73087:1.82781:1.11245:1.10913:0.196551:1	0.195693(0.25:0.235955:0.101124)	-703.142	NA	NA	NA	ncldv
ncldv_dfr_Cluster.24_1-ncldv_dfr_Cluster.24_2	MA	0.0334586	0.965735	0.0346457	2.88334e-89	1512	210.748	1301.25	NA	140	115.329	24.6709	NA	NA	0.163403	2.8362:2.94489:1.92846:1.93613:0.550291:1	0.267196(0.356151:0.308532:0.136905)	-2313.51	NA	NA	NA	ncldv
ncldv_dfr_Cluster.242_2-ncldv_dfr_Cluster.242_1	MA	0.0394897	0.572175	0.0690168	2.59131e-20	531	71.9938	459.006	NA	44	30.555	13.445	NA	NA	0.111712	1.53659:1.66627:1.11879:1.23117:0.457466:1	0.250471(0.327684:0.271186:0.152542)	-798.245	NA	NA	NA	ncldv
ncldv_dfr_Cluster.246_1-ncldv_dfr_Cluster.246_2	MA	0.0901623	0.943712	0.09554	2.97811e-29	522	87.2977	434.702	NA	74	50.1442	23.8558	NA	NA	0.232907	1.54553:1.60638:1.51507:1.88369:0.804775:1	0.308429(0.353448:0.324713:0.247126)	-935.478	NA	NA	NA	ncldv
ncldv_dfr_Cluster.261_2-ncldv_dfr_Cluster.261_1	MA	0.0177539	0.569688	0.0311642	2.00821e-15	519	41.5163	477.484	NA	21	15.4591	5.5409	NA	NA	0.0619047	1.76456:1.79327:1.47878:6.10708:0.49939:1	0.135838(0.16474:0.210983:0.0317919)	-606.043	NA	NA	NA	ncldv
ncldv_dfr_Cluster.281_1-ncldv_dfr_Cluster.281_2	MA	0.0747497	0.970044	0.0770581	5.78681e-33	519	87.4511	431.549	NA	72	52.164	19.836	NA	NA	0.225606	0.992173:0.980621:0.808118:1.43448:0.544967:1	0.268786(0.317919:0.251445:0.236994)	-889.993	NA	NA	NA	ncldv
ncldv_dfr_Cluster.286_2-ncldv_dfr_Cluster.286_1	MA	0.0670868	0.640398	0.104758	5.67676e-22	516	99.517	416.483	NA	62	43.103	18.897	NA	NA	0.177657	2.74831:2.72707:2.38:2.4239:1.16222:1	0.312016(0.395349:0.273256:0.267442)	-878.565	NA	NA	NA	ncldv
ncldv_dfr_Cluster.312_2-ncldv_dfr_Cluster.312_1	MA	0.145149	1.22722	0.118275	1.78084e-34	510	103.62	406.38	NA	101	68.9959	32.0041	NA	NA	0.364999	2.98:2.94107:1.97185:1.96999:0.497582:1	0.315686(0.370588:0.314706:0.261765)	-979.047	NA	NA	NA	ncldv
ncldv_dfr_Cluster.315_1-ncldv_dfr_Cluster.315_2	MA	0.107778	1.15664	0.0931818	1.02498e-40	507	108.634	398.366	NA	98	73.0416	24.9584	NA	NA	0.332517	1.38468:1.49599:1.0761:1.13319:0.786396:1	0.369822(0.455621:0.292899:0.360947)	-972.21	NA	NA	NA	ncldv
ncldv_dfr_Cluster.319_1-ncldv_dfr_Cluster.319_2	MA	0.0330474	0.671123	0.0492419	8.09556e-17	507	43.7787	463.221	NA	30	19.7235	10.2765	NA	NA	0.0881442	0.556919:1.47941:0.316702:3.05485:0.337966:1	0.186391(0.251479:0.210059:0.0976331)	-678.548	NA	NA	NA	ncldv
ncldv_dfr_Cluster.319_1-ncldv_dfr_Cluster.319_3	MA	0.026794	0.349433	0.0766784	6.71068e-11	507	49.982	457.018	NA	24	14.1083	9.89166	NA	NA	0.058601	0.648354:0.781313:0.466813:1.24416:0.256683:1	0.179487(0.248521:0.207101:0.0828402)	-664.821	NA	NA	NA	ncldv
ncldv_dfr_Cluster.319_2-ncldv_dfr_Cluster.319_3	MA	0.0315691	0.439261	0.0718686	9.72968e-10	507	34.2429	472.757	NA	23	11.5449	11.4551	NA	NA	0.0591046	0.214924:1.81027:0.166711:5.83222:0.0153269:1	0.184418(0.251479:0.210059:0.091716)	-655.644	NA	NA	NA	ncldv
ncldv_dfr_Cluster.320_2-ncldv_dfr_Cluster.320_1	MA	0.0717833	3.16094	0.0227094	3.36296e-68	507	67.8885	439.111	NA	74	64.5225	9.47754	NA	NA	0.485429	1.66607:2.18708:1.6117:1.72577:0.271953:1	0.272189(0.366864:0.278107:0.171598)	-836.08	NA	NA	NA	ncldv
ncldv_dfr_Cluster.335_2-ncldv_dfr_Cluster.335_1	MA	0.0481509	0.466425	0.103234	1.21204e-13	501	71.9711	429.029	NA	40	24.7618	15.2382	NA	NA	0.108238	2.76247:2.82608:1.64929:1.68551:0.679483:1	0.244511(0.338323:0.263473:0.131737)	-768.119	NA	NA	NA	ncldv
ncldv_dfr_Cluster.340_1-ncldv_dfr_Cluster.340_2	MA	0.12486	0.586855	0.212761	3.61168e-14	489	95.0295	393.97	NA	78	41.444	36.556	NA	NA	0.214642	1.30489:1.62355:1.12789:1.8021:1.09358:1	0.350716(0.41411:0.303681:0.334356)	-925.457	NA	NA	NA	ncldv
ncldv_dfr_Cluster.342_1-ncldv_dfr_Cluster.342_2	MA	0.0134821	0.307151	0.0438941	1.51403e-12	498	68.9741	429.026	NA	21	16.4961	4.50387	NA	NA	0.054156	1.5372:1.16297:0.691609:0.862979:0.357688:1	0.231928(0.298193:0.246988:0.150602)	-678.902	NA	NA	NA	ncldv
ncldv_dfr_Cluster.353_2-ncldv_dfr_Cluster.353_1	MA	0.0113987	0.294249	0.0387384	2.43924e-15	495	111.429	383.571	NA	29	25.5879	3.41211	NA	NA	0.0750709	1.96896:3.02481:0.998825:0.998825:0.578864:1	0.380808(0.448485:0.339394:0.354545)	-766.993	NA	NA	NA	ncldv
ncldv_dfr_Cluster.363_2-ncldv_dfr_Cluster.363_1	MA	0.014486	0.0578106	0.250577	0.0191312	477	84.8688	392.131	NA	10	4.63441	5.36559	NA	NA	0.0221944	17.3371:17.3456:23.8447:23.6456:4.69985:1	0.243187(0.292453:0.27673:0.160377)	-631.016	NA	NA	NA	ncldv
ncldv_dfr_Cluster.367_2-ncldv_dfr_Cluster.367_1	MA	0.0857856	1.12146	0.0764946	1.65706e-29	459	60.9899	398.01	NA	62	41.3556	20.6444	NA	NA	0.223401	0.645526:0.542716:0.421846:0.600061:0.148424:1	0.250545(0.326797:0.267974:0.156863)	-760.832	NA	NA	NA	ncldv
ncldv_dfr_Cluster.4_1-ncldv_dfr_Cluster.4_2	MA	0.0728846	2.00366	0.0363757	1.91891e-169	1743	185.862	1557.14	NA	223	170.914	52.0864	NA	NA	0.27877	5.016:4.88554:3.27781:3.16047:0.484656:1	0.26506(0.377797:0.290017:0.127367)	-2795.41	NA	NA	NA	ncldv
ncldv_dfr_Cluster.4_3-ncldv_dfr_Cluster.4_1	MA	0.0580305	1.57926	0.0367453	3.48782e-126	1743	245.819	1497.18	NA	197	160.974	36.026	NA	NA	0.272573	4.05462:4.06189:2.84892:2.84345:0.481242:1	0.267642(0.373494:0.289157:0.140275)	-2817.33	NA	NA	NA	ncldv
ncldv_dfr_Cluster.4_3-ncldv_dfr_Cluster.4_2	MA	0.0531035	1.1256	0.0471779	2.85976e-97	1743	240.644	1502.36	NA	174	134.411	39.5889	NA	NA	0.201176	6.65319:6.45177:4.21634:4.13821:0.726283:1	0.265347(0.377797:0.286575:0.13167)	-2746.76	NA	NA	NA	ncldv
ncldv_dfr_Cluster.5_1-ncldv_dfr_Cluster.5_2	MA	0.118243	3.22462	0.0366687	0	1695	199.488	1495.51	NA	310	243.157	66.843	NA	NA	0.483838	2.70596:3.01198:2.41694:2.3734:0.859597:1	0.262832(0.384071:0.29115:0.113274)	-2971.69	NA	NA	NA	ncldv
ncldv_dfr_Cluster.53_1-ncldv_dfr_Cluster.53_2	MA	0.126412	9.09432	0.0139001	0	1440	140.274	1299.73	NA	298	263.999	34.0012	NA	NA	1	0.340236:0.788663:0.417405:0.466456:0.242542:1	0.236458(0.323958:0.279167:0.10625)	-2511.7	NA	NA	NA	ncldv
ncldv_dfr_Cluster.53_3-ncldv_dfr_Cluster.53_1	MA	0.0915249	8.61387	0.0106253	0	1449	154.462	1294.54	NA	282	258.941	23.0587	NA	NA	1	0.486915:0.806119:0.627912:1.16576:0.33685:1	0.251553(0.343685:0.277433:0.13354)	-2487.3	NA	NA	NA	ncldv
ncldv_dfr_Cluster.53_3-ncldv_dfr_Cluster.53_2	MA	0.151945	7.0184	0.0216496	0	1440	177.85	1262.15	NA	359	311.189	47.8113	NA	NA	1	0.506827:1.14284:0.57523:0.152055:0.336347:1	0.261806(0.344792:0.285417:0.155208)	-2676.44	NA	NA	NA	ncldv
ncldv_dfr_Cluster.98_1-ncldv_dfr_Cluster.98_2	MA	0.0375557	0.403704	0.0930279	7.38361e-32	1335	194.982	1140.02	NA	94	60.8842	33.1158	NA	NA	0.091033	2.35206:3.06119:1.72332:3.07507:1.5586:1	0.277528(0.37191:0.292135:0.168539)	-2033.71	NA	NA	NA	ncldv
phage_dfr_Cluster.100_1-phage_dfr_Cluster.100_2	MA	0.131845	7.29976	0.0180615	0	495	59.9528	435.047	NA	125	110.515	14.4845	NA	NA	1	1.31727:2.7361:1.14475:1.12191:0.451219:1	0.327273(0.448485:0.327273:0.206061)	-932.143	NA	NA	NA	phage
phage_dfr_Cluster.100_1-phage_dfr_Cluster.100_3	MA	0.0229798	0.319469	0.0719314	7.90513e-15	540	84.3035	455.697	NA	32	23.0411	8.95886	NA	NA	0.069267	4.0689:4.13311:3.08669:3.03246:0.561427:1	0.333333(0.463889:0.322222:0.213889)	-804.239	NA	NA	NA	phage
phage_dfr_Cluster.100_3-phage_dfr_Cluster.100_2	MA	0.139912	7.10033	0.019705	0	486	60.0542	425.946	NA	122	107.04	14.9601	NA	NA	1	1.0574:2.89451:0.837526:0.812784:0.363203:1	0.33642(0.45679:0.342593:0.209877)	-927.41	NA	NA	NA	phage
phage_dfr_Cluster.106_1-phage_dfr_Cluster.106_2	MA	0.147552	0.764045	0.193119	1.42885e-21	543	111.854	431.146	NA	104	59.6198	44.3802	NA	NA	0.274544	2.26327:2.20631:1.97781:1.96545:0.940139:1	0.350829(0.439227:0.309392:0.303867)	-1050.51	NA	NA	NA	phage
phage_dfr_Cluster.11_1-phage_dfr_Cluster.11_2	MA	0.101332	0.832781	0.121679	7.00725e-60	1062	245.232	816.768	NA	193	137.341	55.6593	NA	NA	0.270234	1.47564:1.51374:1.20016:1.31306:0.650182:1	0.382768(0.429379:0.30226:0.416667)	-2013.67	NA	NA	NA	phage
phage_dfr_Cluster.11_1-phage_dfr_Cluster.11_3	MA	0.0490631	0.375044	0.13082	1.63389e-28	1062	247.026	814.974	NA	108	75.4405	32.5595	NA	NA	0.124888	2.23318:2.21932:2.09718:2.16208:0.815022:1	0.390301(0.440678:0.300847:0.429379)	-1808.67	NA	NA	NA	phage
phage_dfr_Cluster.11_2-phage_dfr_Cluster.11_3	MA	0.136238	1.18104	0.115354	3.46149e-81	1062	251.501	810.499	NA	235	171.314	63.6856	NA	NA	0.383665	1.82678:1.74503:1.3917:1.63029:0.585548:1	0.383239(0.435028:0.298023:0.416667)	-2095.97	NA	NA	NA	phage
phage_dfr_Cluster.114_2-phage_dfr_Cluster.114_1	MA	0.0545881	1.7869	0.0305491	3.84268e-66	543	114.45	428.55	NA	97	87.0432	9.95678	NA	NA	0.419713	1.96562:2.4893:1.13534:1.60893:0.497818:1	0.383978(0.516575:0.320442:0.314917)	-973.372	NA	NA	NA	phage
phage_dfr_Cluster.114_3-phage_dfr_Cluster.114_1	MA	0.0541967	1.70876	0.0317171	1.70972e-65	543	113.942	429.058	NA	98	87.5443	10.4557	NA	NA	0.401385	1.9214:2.87593:0.950955:1.51372:0.634654:1	0.38582(0.516575:0.320442:0.320442)	-971.889	NA	NA	NA	phage
phage_dfr_Cluster.114_3-phage_dfr_Cluster.114_2	MA	0.00532247	0.141421	0.0376356	2.55644e-09	543	124.232	418.768	NA	18	15.9735	2.02647	NA	NA	0.0364603	2.60592:2.80894:1.54849:1.54849:0.332071:1	0.399632(0.530387:0.320442:0.348066)	-794.092	NA	NA	NA	phage
